,Type,LongestShell,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings
378,0,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14
379,1,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,7
380,1,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7
381,1,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6
382,2,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
383,1,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16
384,2,0.425,0.34,0.12,0.3879999999999999,0.149,0.087,0.125,10
385,2,0.695,0.54,0.195,1.6909999999999998,0.768,0.363,0.4755,11
386,2,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10
387,1,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
388,2,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
389,0,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
390,2,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9
391,0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
392,0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
393,1,0.44,0.345,0.115,0.545,0.2689999999999999,0.111,0.1305,6
394,2,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
395,0,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
396,0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
397,1,0.5,0.365,0.125,0.528,0.2289999999999999,0.103,0.1645,9
398,2,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
399,0,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
400,2,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16
401,1,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,6
402,0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
403,2,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10
404,2,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
405,0,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11
406,2,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
407,2,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9
408,0,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
409,0,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13
410,2,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
411,1,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
412,1,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11
413,1,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
414,0,0.46,0.355,0.13,0.4579999999999999,0.192,0.1055,0.13,13
415,0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
416,0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
417,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
418,1,0.44,0.33,0.11,0.38,0.1969999999999999,0.079,0.09,7
419,2,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
420,1,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
421,1,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8
422,0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9
423,1,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11
424,0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
425,2,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
426,2,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13
427,2,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
428,2,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
429,1,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
430,0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
431,2,0.67,0.54,0.175,1.482,0.7390000000000001,0.2925,0.365,10
432,2,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10
433,1,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
434,0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
435,1,0.39,0.295,0.1,0.2789999999999999,0.1155,0.059,0.08,7
436,0,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
437,2,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
438,0,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9
439,0,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.288,9
440,1,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7
441,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
442,0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
443,0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12
444,2,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10
445,2,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
446,1,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6
447,2,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9
448,2,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
449,0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
450,1,0.5,0.37,0.115,0.5745,0.306,0.1119999999999999,0.141,7
451,2,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
452,1,0.215,0.17,0.055,0.0605,0.0205,0.0139999999999999,0.02,6
453,1,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
454,1,0.62,0.475,0.16,0.907,0.371,0.1669999999999999,0.3075,11
455,2,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
456,1,0.365,0.27,0.085,0.1875,0.081,0.042,0.0579999999999999,6
457,2,0.72,0.545,0.195,1.7475,0.8215,0.3829999999999999,0.4705,11
458,2,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
459,2,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
460,2,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
461,0,0.62,0.47,0.14,1.0325,0.3605,0.2239999999999999,0.36,15
462,2,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
463,0,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
464,1,0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
465,2,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11
466,2,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
467,1,0.2,0.15,0.04,0.046,0.021,0.0069999999999999,0.0065,4
468,0,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
469,1,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7
470,1,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8
471,1,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8
472,0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
473,2,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9
474,1,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
475,1,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
476,2,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
477,2,0.575,0.455,0.135,0.907,0.4245,0.1969999999999999,0.26,9
478,2,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8
479,2,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
480,0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
481,0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
482,2,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11
483,0,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192,7
484,2,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
485,2,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
486,2,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13
487,0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
488,1,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16
489,2,0.35,0.265,0.09,0.1969999999999999,0.073,0.0365,0.077,7
490,0,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15
491,2,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
492,1,0.38,0.29,0.1,0.237,0.108,0.0395,0.0819999999999999,6
493,1,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6
494,1,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10
495,1,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
496,0,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
497,2,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
498,0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
499,2,0.595,0.475,0.17,1.0965,0.419,0.2289999999999999,0.35,17
500,2,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
501,1,0.62,0.49,0.16,1.0659999999999998,0.446,0.246,0.305,11
502,2,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
503,1,0.55,0.445,0.11,0.7935,0.3779999999999999,0.142,0.26,10
504,2,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7
505,1,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10
506,1,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
507,1,0.355,0.275,0.09,0.251,0.0969999999999999,0.053,0.08,7
508,1,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
509,0,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
510,1,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9
511,0,0.635,0.505,0.165,1.251,0.5770000000000001,0.2269999999999999,0.3825,11
512,1,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
513,2,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9
514,1,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
515,1,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6
516,0,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10
517,1,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
518,1,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
519,2,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815,10
520,2,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
521,1,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
522,0,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11
523,0,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
524,2,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
525,2,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
526,2,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
527,2,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
528,2,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7
529,2,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
530,1,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
531,0,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
532,0,0.575,0.46,0.15,0.927,0.3329999999999999,0.207,0.2985,9
533,0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9
534,2,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
535,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
536,2,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11
537,0,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
538,2,0.655,0.525,0.16,1.46,0.6859999999999999,0.311,0.405,11
539,2,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13
540,2,0.46,0.355,0.11,0.415,0.215,0.0819999999999999,0.13,12
541,2,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
542,2,0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
543,0,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
544,0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
545,0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
546,2,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
547,2,0.63,0.495,0.175,1.2695,0.605,0.271,0.3279999999999999,11
548,0,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.5529999999999999,12
549,1,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8
550,1,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6
551,2,0.565,0.435,0.185,0.9815,0.3289999999999999,0.136,0.39,13
552,1,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8
553,2,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
554,2,0.57,0.435,0.13,0.7535,0.349,0.1755,0.1939999999999999,10
555,2,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
556,2,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
557,2,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
558,1,0.495,0.33,0.1,0.44,0.177,0.095,0.15,7
559,1,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
560,1,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
561,2,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10
562,1,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
563,2,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13
564,2,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11
565,1,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6
566,1,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6
567,1,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6
568,0,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
569,2,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9
570,1,0.26,0.205,0.07,0.0969999999999999,0.0415,0.019,0.0305,4
571,1,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7
572,2,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.471,12
573,0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
574,1,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
575,2,0.525,0.365,0.17,0.9605,0.4379999999999999,0.2225,0.276,10
576,2,0.535,0.405,0.175,1.2705,0.5479999999999999,0.3265,0.337,13
577,0,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
578,2,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,13
579,1,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8
580,1,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6
581,2,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
582,0,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
583,0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
584,0,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
585,2,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12
586,2,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
587,1,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6
588,1,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10
589,1,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7
590,0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
591,2,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505,7
592,0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9
593,2,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10
594,0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
595,2,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
596,0,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8
597,1,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
598,0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9
599,0,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10
600,1,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
601,0,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
602,2,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
603,2,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10
604,0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
605,1,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7
606,0,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
607,2,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13
608,1,0.45,0.36,0.13,0.478,0.191,0.127,0.1369999999999999,7
609,1,0.47,0.375,0.105,0.4679999999999999,0.1665,0.108,0.17,10
610,2,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
611,0,0.52,0.41,0.17,0.8705,0.3735,0.2189999999999999,0.25,14
612,0,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
613,0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10
614,1,0.59,0.46,0.125,0.755,0.3339999999999999,0.15,0.238,9
615,1,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
616,1,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
617,0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
618,1,0.385,0.3,0.09,0.308,0.1525,0.0559999999999999,0.0835,8
619,0,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
620,0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
621,0,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
622,0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
623,1,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
624,2,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
625,0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10
626,1,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6
627,2,0.575,0.445,0.145,0.8759999999999999,0.3795,0.1615,0.27,10
628,0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10
629,2,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8
630,1,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8
631,2,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15
632,1,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,6
633,2,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11
634,0,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10
635,0,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
636,0,0.59,0.455,0.155,1.0659999999999998,0.382,0.2275,0.415,20
637,0,0.56,0.455,0.19,0.7140000000000001,0.283,0.129,0.275,9
638,1,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5
639,1,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7
640,2,0.58,0.45,0.14,0.8240000000000001,0.3465,0.1765,0.263,10
641,0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.3979999999999999,12
642,2,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11
643,2,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
644,2,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
645,1,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7
646,2,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4
647,0,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
648,1,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6
649,1,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11
650,0,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
651,1,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6
652,1,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
653,0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
654,0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
655,2,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8
656,0,0.45,0.325,0.135,0.4379999999999999,0.1805,0.1165,0.11,9
657,0,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,12
658,1,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9
659,1,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7
660,0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
661,2,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
662,2,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11
663,2,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
664,2,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
665,2,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
666,2,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
667,2,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
668,2,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
669,0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11
670,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
671,1,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5
672,2,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
673,0,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
674,0,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11
675,2,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
676,1,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6
677,1,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
678,1,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8
679,0,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
680,1,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
681,1,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
682,2,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
683,1,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
684,0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14
685,1,0.265,0.2,0.065,0.0975,0.04,0.0205,0.0279999999999999,7
686,2,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
687,0,0.47,0.375,0.125,0.5615,0.252,0.1369999999999999,0.18,10
688,0,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8
689,1,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6
690,2,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15
691,2,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
692,1,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
693,1,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6
694,2,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
695,0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
696,1,0.345,0.285,0.1,0.2225,0.0865,0.0579999999999999,0.075,8
697,0,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
698,2,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
699,0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
700,2,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
701,0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
702,0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
703,1,0.44,0.34,0.12,0.4379999999999999,0.2115,0.083,0.12,9
704,1,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
705,0,0.605,0.505,0.18,1.4340000000000002,0.7285,0.264,0.431,11
706,2,0.535,0.42,0.16,0.72,0.275,0.1639999999999999,0.225,15
707,2,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
708,0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
709,2,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15
710,2,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
711,2,0.585,0.47,0.165,1.409,0.8,0.2289999999999999,0.295,10
712,1,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
713,0,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
714,0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11
715,2,0.585,0.405,0.15,1.2565,0.435,0.2019999999999999,0.325,15
716,1,0.41,0.31,0.11,0.315,0.124,0.0819999999999999,0.095,9
717,2,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
718,0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
719,0,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
720,0,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23,8
721,0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
722,1,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6
723,2,0.535,0.435,0.14,0.8740000000000001,0.3735,0.2289999999999999,0.2195,8
724,2,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
725,1,0.235,0.18,0.06,0.0579999999999999,0.022,0.0145,0.018,6
726,0,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
727,0,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9
728,2,0.58,0.455,0.135,0.7955,0.405,0.1669999999999999,0.204,10
729,1,0.395,0.3,0.09,0.2789999999999999,0.134,0.049,0.075,8
730,0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
731,1,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8
732,1,0.485,0.37,0.1,0.513,0.2189999999999999,0.1075,0.13,7
733,1,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7
734,1,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
735,2,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13
736,0,0.595,0.47,0.155,1.1775,0.542,0.2689999999999999,0.31,9
737,1,0.32,0.24,0.07,0.133,0.0585,0.0255,0.0409999999999999,6
738,1,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4
739,2,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
740,1,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7
741,0,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9
742,2,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7
743,2,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
744,0,0.635,0.495,0.175,1.211,0.7070000000000001,0.2725,0.3229999999999999,9
745,1,0.525,0.41,0.175,0.8740000000000001,0.3585,0.207,0.205,18
746,1,0.45,0.345,0.135,0.4429999999999999,0.1975,0.0875,0.1175,14
747,0,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
748,2,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
749,2,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,11
750,2,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12
751,1,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6
752,1,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6
753,2,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
754,0,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
755,2,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
756,1,0.45,0.33,0.105,0.4479999999999999,0.208,0.089,0.12,9
757,2,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15,8
